fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine quality
7.533644930196543,0.20364486173263296,0.28,9.34299078217553,0.04529906452477128,29.121495391087766,95.24299078217553,0.995289626152228,3.1442055991585907,0.4602803687129787,9.885046773761436,1
5.798103182136119,0.5102020951598261,0.4361567107784856,1.236536074351262,0.03119216446107572,33.018968178638815,76.09608223053786,0.9891634639256487,3.293463925648738,0.48134018587815486,12.544247479541166,1
6.71642876151556,0.30267842886333024,0.26075006653044586,2.835712384844403,0.04149286284546679,15.835712384844403,96.8357123848444,0.9914257877482164,3.238357123848444,0.5940358188335578,11.486426100297724,1
5.823683007835186,0.32473660156703726,0.22249885744342707,2.6710490235055593,0.027,17.355245117527797,123.23683007835186,0.9895542006642486,3.3623683007835186,0.7338181347213866,13.592120898142577,1
8.391453606943738,0.28304845356479125,0.33516739686919234,4.409295102603902,0.03772114692188294,31.364317008679674,148.63568299132032,0.9939845769314634,3.1669515464352087,0.44152422678239567,11.627136598264066,1
7.764596507374247,0.1768899750526732,0.4464596507374248,1.3177017463128762,0.03517701746312876,28.31100249473268,81.93300748419804,0.991463403289169,2.9720097754740586,0.6457897255794052,10.89760399157229,1
7.716534464591249,0.26996827150189984,0.3399682715018998,7.183624177899252,0.05518755459458262,36.99841357509499,161.1669310708175,0.9942635924494011,3.2449762036264245,0.371669310708175,11.066455143345998,1
6.068102430776776,0.24050164139805266,0.2238713068543815,1.2243729482524341,0.03221864741262171,40.0,114.73118844757303,0.9914336966545633,3.3834405776213488,0.534051215388388,10.634405776213487,1
7.098598801707439,0.1907040319544683,0.31535201597723417,11.833800399430853,0.046183185620489266,24.267600798861707,94.80280239658512,0.9960794532519157,3.184647984022766,0.43464798402276583,9.981681437951075,1
7.670645516166402,0.17370781328624954,0.35035107495585893,4.073454115813273,0.019342695332156237,14.66432616696094,41.02808599646872,0.9911678640790113,3.0166432616696093,0.4562219717225787,11.631460933568752,1
7.425304773599421,0.20007314566386092,0.2700731456638609,7.8243294980812745,0.10120184577129156,33.50365728319305,161.74939045280115,0.9948344026437451,3.1925548592478954,0.37749390452801157,10.600487637759073,1
7.814043898074699,0.2,0.3813366812683858,13.172589289241442,0.052575297630804804,50.0033854269542,212.2859561019253,0.9980582068484714,3.11859561019253,0.46,9.37089657576434,1
6.391748003170841,0.25034383320121495,0.3690372670365981,4.512377995243739,0.039055013312194395,41.0,147.0275066560972,0.9921068766640243,3.18206299920729,0.400275066560972,11.09587400158542,1
6.5,0.2531788661573977,0.32,2.117052834606506,0.03463577323147954,35.170528346065055,91.17052834606505,0.9912120620513946,3.311473582696747,0.6273262244270724,11.526737755729275,1
6.9030920590695395,0.20538650738369252,0.329536191139569,2.2307976107553875,0.03621521433546768,62.24613492616307,147.50773014767384,0.9910746257906103,3.0546134926163075,0.599381588186092,11.275386507383693,1
6.92288105282592,0.24542378943481596,0.3410027894963574,1.4257063157246932,0.03612853157862346,31.0,113.0,0.990761707316894,3.1548587368550614,0.4697174737101227,11.237007367319785,1
7.064204301392392,0.15642043013923917,0.28,15.61491129484158,0.05067897849303804,30.28408602784783,150.6051075348098,0.998494628497462,2.9535795698607608,0.4028408602784783,9.0,1
7.452711097039759,0.24411864740417497,0.41174569932067573,4.846438609411525,0.03776440577874751,44.35254103833002,107.5881352595825,0.992411524622998,3.1576780695294238,0.4247288902960241,11.446948785540755,1
5.5014378522983005,0.34716663084016697,0.26217648323288223,1.8260783892237258,0.03252156778447452,10.739216107762742,54.47843221552548,0.9885442485908068,3.315071892614915,0.583777825546444,13.105751409193205,1
6.577799717336389,0.43944992933409727,0.28796332862227314,5.126784204879467,0.0313523272089551,29.0,133.59266572445463,0.9908288406218599,3.261486600711824,0.4396332862227315,12.684315936452338,1
5.612140453121722,0.2036223917409934,0.29947969486621195,3.6156091540136424,0.03370713484373907,84.93062598216159,158.31020866072052,0.9918795784158438,3.2465312991080792,0.8025817814734172,11.125817814734171,1
7.728011153059573,0.30933705101985776,0.30733426275496445,8.334640642860995,0.03989309168370925,27.90662948980142,96.64005576529786,0.9943250328357193,3.170933705101986,0.43719888469404267,11.112044612238293,1
6.393277835843682,0.22273771838141554,0.35301637549144593,1.4726228161858446,0.042206550196578374,23.849181225427703,95.27377183814156,0.991635736897115,3.3425739634669562,0.4375409387286148,10.942459061271386,1
6.72214147547263,0.24800726720746336,0.33177131803781035,2.8734302294328447,0.05680072672074633,52.17713180378104,173.0,0.9933955717049054,3.0248711246039783,0.48398546558507327,9.53764050830347,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
6.4426981830260885,0.4115733638930437,0.3185396366052176,4.079780913469569,0.03108988181365217,10.87639089852173,73.91011818634783,0.9899539360026574,2.9546070911808697,0.6323591815313041,12.569662727121738,1
6.148711125069568,0.25025777498608653,0.40103109994434616,4.316325749118814,0.03493985250324648,37.49570375023189,103.00859249953622,0.990802002887122,3.210601474967535,0.44060147496753527,11.700859249953622,1
8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.99458,3.15,0.45,11.5,1
6.651276452200663,0.17390955652508286,0.36730853216990056,1.7586433478762429,0.039048139912742544,62.56090443474917,146.87819113050165,0.9909015025608879,3.086090443474917,0.6497447095598674,11.243909556525082,1
8.766740469459632,0.2768696912432595,0.4470653355405558,5.943263153784079,0.021921742281081485,14.019564429729629,48.76522684324446,0.9933342635161084,3.010195644297296,0.33371724164862937,11.115651543783702,1
5.497543048551303,0.32343973202817583,0.3597175543853014,1.6854420436569624,0.02990172194205212,29.0,129.5122847572435,0.9896811917252546,3.448525829130782,0.6870884087313924,12.717198660140879,1
6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.996190474333405,1
7.305920388983711,0.20470398055081446,0.32529601944918557,2.088159222032578,0.03382400486229639,39.470398055081446,137.52960194491857,0.9907177611669511,3.167648009724593,0.4235360680721494,11.935199027540722,1
7.328440909968863,0.3306425004828751,0.26889920474299434,7.0,0.023321102274922158,17.3944886253892,130.0,0.9917728440909969,3.1753212502414376,0.4771559090031136,12.703669317523353,1
7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,1
6.053413768401751,0.26,0.3282548551166342,3.4368746373433856,0.028194231885097277,29.097115942548637,113.0,0.9911562978258531,3.3985432608617705,0.6959181883304475,12.329134782764593,1
6.45413823291612,0.18452819532768383,0.35211914421208146,1.8211914421208144,0.040788085578791856,33.776489302651015,125.44702139469797,0.9919317871631812,3.2778808557879184,0.5776489302651018,10.844702139469797,1
5.933198038670012,0.3058096567672521,0.28,6.6668019613299885,0.03522267320443329,45.611336602216646,150.7773267955667,0.9926440895759728,3.332793562155165,0.4477732679556671,11.110930718226683,1
5.856960207403075,0.38714617804721685,0.2542807329291748,4.471926707082523,0.031715780121247567,51.14036646458739,112.00116231652589,0.9896985265963626,3.28711130855144,0.5828538219527831,13.02865445118042,1
7.1059217954190785,0.3607895727225438,0.3063376780322734,4.811843590838157,0.042692985757418124,30.346492878709064,121.67324643935453,0.9930556822097346,3.2934649287870905,0.49346492878709064,11.426753560645468,1
6.118376188634816,0.28653856977133385,0.28632476227303694,2.4653856977133386,0.03363247622730369,13.408119056825923,73.81623811365185,0.990003610251261,3.0795723850034062,0.6451069037491484,11.987821414761115,1
6.445752094303291,0.2785619764241773,0.2537256282909872,3.0513056935143057,0.036771239528483546,30.885619764241774,95.11438023575823,0.9896807869375287,2.9285950589395564,0.6462743717090128,12.394115575635192,1
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
6.700497784872214,0.2742928254981745,0.4000497784872214,1.8,0.033997511075638934,31.429282549817447,106.42928254981744,0.9904859809561816,3.3156325067709935,0.491414349003651,12.285607617527383,1
6.947374618023698,0.2328938072964454,0.37815634549407573,1.2881563454940756,0.060749705643874385,17.28938072964454,136.8290558154147,0.9926815634549407,3.2969719800434834,0.48,10.50659289055332,1
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,1
6.9523711733508,0.22816347485676858,0.36880927933377,2.617356368554586,0.03339455083810772,60.78910167621543,179.3945508381077,0.9905640766034376,3.1989808491406113,0.616801184383697,12.6,1
5.9279021234790195,0.3525791488221551,0.3404221270514938,2.8042212705149376,0.030010553176287345,19.505276588143673,89.0,0.9894956859564586,3.171312767667674,0.3423680852964082,12.123680852964082,1
6.5,0.3160483425509807,0.3093011049660129,2.96290055305884,0.039720441986405154,34.0,88.93011049660129,0.9910101367398321,3.3058066297960775,0.6532527624150323,11.802417127549033,1
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,1
6.8237801226497,0.256790389281301,0.2957594467404736,11.359312704972782,0.03737250819891127,44.982817624319544,165.40687295027217,0.9973091751033213,3.3510034222105336,0.4379656352486391,10.105154712704138,1
7.757965809599355,0.20019091328002714,0.35363067919998303,1.7617840751998983,0.04808920375999491,16.127386416000338,83.87261358399967,0.9932382225785591,3.1716556907200575,0.4487261358399966,9.96560234080044,1
6.085508780118511,0.2342610536142214,0.27856526340355536,1.942466682225172,0.030428982439762976,12.856526340355535,77.85652634035553,0.990531405965813,3.2728407024094808,0.4370873706319981,11.38536492620147,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,1
5.948943820459067,0.3302112359081868,0.30510561795409336,1.9510561795409338,0.03146831461377199,39.46831461377199,142.0,0.9890178876409181,3.3461617974950273,0.4148943820459066,12.851056179540935,1
7.171760496929365,0.3102658633444245,0.30358802484646824,3.1385388819089277,0.03597341366555755,29.820598757676585,101.64119751535317,0.9912269101863485,3.08,0.36202636027378987,12.120598757676587,1
6.840456865640402,0.178776671588683,0.3714517612315179,1.302284328202009,0.04402284328202009,48.97715671797991,132.0,0.9910795280742488,3.248776671588683,0.5943552836945537,11.219086268719197,1
6.039041098404057,0.2325048917933586,0.33812133115498105,2.8407044916420774,0.03581213311549811,22.484344426291507,86.48434442629151,0.9901840900163377,3.213131114741698,0.4187475541033207,11.942172213145753,1
6.604010304977819,0.19160412199112747,0.25120309149334563,1.2828796362082528,0.05209357378281577,34.02673536651879,180.90642621718422,0.9935571621594611,3.3021388293215033,0.4226735366518791,9.422725061540973,1
7.195130381778531,0.17361043054228242,0.4039547603469828,5.75759975618124,0.033722086108456485,14.590260763557062,108.77078229067118,0.9936647860519738,3.216389569457718,0.41277913891543516,10.754156458134236,1
7.623887116475171,0.25534419630652394,0.3223887116475171,1.6,0.03011335460229795,30.943322698851027,118.0,0.9906635612272795,3.1056677301148974,0.42226709204595897,11.712551656245376,1
5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,1
6.977499340816614,0.3628088196518624,0.4534853445257883,2.366324266146137,0.031123527860744973,16.280881965186243,93.71911803481376,0.9903123527860744,3.0831470820888254,0.44225006591833854,11.987647213925502,1
6.603978179644695,0.1779204364071061,0.33,7.16817456284244,0.04746474189208037,16.20795635928939,130.16817456284244,0.995855335286203,3.2612839276639547,0.4296021820355305,9.09511708264984,1
6.595801457109041,0.16083970857819177,0.29209927144547937,1.7916029142180825,0.04958014571090412,40.125956286728766,147.04198542890958,0.9912,3.070916211516493,0.4462978143364382,11.40419854289096,1
7.139630044957269,0.26875560539487225,0.30852578471452863,1.3479260089914538,0.05485257847145286,17.041479820170924,135.52073991008547,0.9928,3.1997701793196565,0.6189854260752159,10.4,1
6.290861646614078,0.2590861646614078,0.25726893172912624,1.654412610519419,0.029091383533859216,35.36344658645631,105.36344658645632,0.9912708720843589,3.3018172329322812,0.4745274257133497,11.136344658645632,1
6.074308153963138,0.232845923018431,0.34604712332258986,1.811462230944707,0.02817389693594518,24.74308153963138,110.74308153963138,0.9896959685844516,3.1045063535068995,0.34367613826266535,12.005534768294897,1
5.693549518634343,0.26,0.20281081743549773,1.1847927883763347,0.030391711535053392,40.91243269741991,113.84792788376335,0.9905962233642429,3.4093549518634343,0.40456216348709956,11.06082884649466,1
5.890595561594045,0.2926920006793301,0.28,3.1272074086654262,0.03817946671195534,22.0,111.45441481733086,0.9909634168931158,3.302749481053755,0.3536324445199256,11.3,1
5.912804860235202,0.27219511889746306,0.2690853671260571,4.981707342521141,0.03505487797243658,14.054877972436575,97.01829265747885,0.9905726829370085,3.1027438986218288,0.33365853149577174,11.82195118897463,1
6.694569285676464,0.25063878572647263,0.2639617142823524,2.5594257142352856,0.020252392857352974,10.495214285294047,45.55909285794131,0.9896976362856824,3.029009571429412,0.6416292142970608,12.395526428617655,1
6.548663178977509,0.1702673642044983,0.3156684105112458,1.697326357955017,0.04486631789775085,41.54010463067475,147.5133682102249,0.9912,3.193475734658478,0.5170052315337373,11.451336821022492,1
6.8010782246042245,0.19183298182718247,0.31956871015831,7.120084599274624,0.019312685135225247,53.96765326187325,188.01078224604225,0.9935465793029026,3.2473044384894374,0.37247991658971746,11.0827484063324,1
8.0,0.4476845156403495,0.39010129667545634,8.869464530789514,0.027157742179825244,49.073806256139804,151.0,0.9926768451564035,3.0908393592368544,0.25463096871930097,12.7,1
7.182763781903072,0.1877018375870762,0.3082763781903072,6.19083728538612,0.03371272969838453,16.827637819030716,103.22981624129238,0.9930741307053357,3.1551708654290787,0.5165527563806144,11.342545939676906,1
6.504283755511912,0.1925702533071468,0.31914324889761775,1.4085675110238225,0.04025702533071468,31.042837555119114,132.0856751102382,0.9922342700440953,3.3625702533071467,0.5387148733464266,10.770013711416622,1
7.042890487789444,0.1746386890263195,0.3230419664605208,4.342890487789444,0.043339160670789585,36.0,137.4463868902632,0.993750116707263,3.266258753044729,0.5957109512210557,10.746386890263196,1
8.515995785440321,0.18,0.3887994380587095,1.1210010536399198,0.040490024584931464,20.070003512133066,106.92999648786693,0.9924071053735636,2.980602037037178,0.34240112388258104,10.221001053639919,1
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1
7.06570480900397,0.31608408935880017,0.29307501705319805,6.253091405183943,0.04442704126876048,28.391591064119982,139.56636425647991,0.9920193569406548,3.1681863233288046,0.43734542974080287,12.63495463847199,1
6.117346294612961,0.25692636664553326,0.29706634263467596,1.665307410774077,0.03358673147306481,41.88009720959721,141.41326852693518,0.9897947411940246,3.2547961116161117,0.4581375457492125,12.183931953281952,1
7.987655880009594,0.17374480399968018,0.44748960799936033,13.538279400047974,0.048880715600351815,42.251039200063964,144.25103920006396,1.0003753117600191,3.2650207840012793,0.7537448039996801,8.687655880009595,1
7.447792773612552,0.2463051806596862,0.3341362646178034,13.912860254869036,0.04778310839581172,36.47792773612552,197.78310839581172,0.9984522072263875,3.047389638680628,0.4636948193403138,9.158637353821966,1
8.486701802597763,0.2652265963948045,0.35773403605195525,1.2135957836882683,0.0340453192789609,15.090638557921789,80.13595783688268,0.9912755275893611,2.966768133215531,0.36362554231687155,11.386404216311732,1
6.465005506047036,0.3110077084658504,0.35900330362822164,9.15016518141108,0.028,18.250275302351803,82.34994493952964,0.9928309856842776,3.110498348185889,0.4719933927435568,11.680066072564433,1
